resume_text,category
"Bachelor of Engineering in Software Engineering. 5 years experience. Skills: product lifecycle, requirements gathering, prioritization, data-driven decisions, A/B testing. Experience: Defined product roadmap and prioritized features based on user feedback",Product Manager
"Bachelor of Engineering in Software Engineering. 6 years experience. Skills: machine learning algorithms, scikit-learn, Keras, model deployment, feature engineering. Experience: Built computer vision system for object detection in real-time",AI/ML Engineer
"Master of Science in Computer Science. 3 years experience. Skills: AWS, Docker, Kubernetes, CI/CD, Jenkins, Terraform, Linux, monitoring, automation. Experience: Managed Kubernetes clusters for microservices architecture",DevOps/Cloud Engineer
"Master of Technology in Data Science. 1 years experience. Skills: React, Node.js, Express, MongoDB, REST APIs, Git, JavaScript, HTML, CSS, responsive design. Experience: Deployed applications to cloud platforms using Docker",FullStack Developer
"Bachelor of Engineering in Software Engineering. 1 years experience. Skills: GCP, Docker, Kubernetes, CloudFormation, CI/CD pipelines, Prometheus, Grafana. Experience: Migrated on-premise infrastructure to AWS cloud",DevOps/Cloud Engineer
"Bachelor of Science in Computer Science. 3 years experience. Skills: Python, scikit-learn, data mining, predictive modeling, hypothesis testing, Power BI. Experience: Analyzed large datasets to identify business trends and patterns",Data Scientist
"Bachelor of Technology in Information Technology. 5 years experience. Skills: product roadmap, sprint planning, wireframing, metrics analysis, business strategy, SQL. Experience: Launched successful products increasing revenue by 35%",Product Manager
"Master of Science in Computer Science. 6 years experience. Skills: Java, Python, C++, algorithms, data structures, OOP, design patterns, testing, debugging, Git. Experience: Developed scalable backend services handling millions of requests daily",Software Engineer
"Master of Science in Computer Science. 4 years experience. Skills: PyTorch, computer vision, object detection, GANs, model training, GPU optimization. Experience: Deployed ML models to production using MLflow and Docker",AI/ML Engineer
"Master of Technology in Data Science. 7 years experience. Skills: Cypress, JavaScript, end-to-end testing, test planning, defect management, Agile testing. Experience: Designed and executed comprehensive test plans for web applications",QA Engineer
"Master of Science in Computer Science. 2 years experience. Skills: database architecture, ETL processes, data warehousing, SQL tuning, disaster recovery. Experience: Managed database systems supporting thousands of concurrent users",Database Administrator
"Master of Technology in Data Science. 1 years experience. Skills: Python, TensorFlow, PyTorch, neural networks, deep learning, NLP, computer vision, MLOps. Experience: Implemented NLP pipeline for sentiment analysis with 92% accuracy",AI/ML Engineer
"Master of Science in Computer Science. 8 years experience. Skills: SQL, Python, big data, Spark, statistical modeling, business intelligence, dashboards. Experience: Created interactive dashboards for executive decision-making",Data Scientist
"Bachelor of Technology in Information Technology. 3 years experience. Skills: C++, Python, multithreading, Linux, debugging, version control, problem solving. Experience: Developed scalable backend services handling millions of requests daily",Software Engineer
"Bachelor of Science in Computer Science. 8 years experience. Skills: Vue.js, Python Flask, MySQL, Redis, authentication, authorization, microservices. Experience: Built RESTful APIs and integrated them with React frontend",FullStack Developer
"Master of Technology in Data Science. 1 years experience. Skills: MongoDB, NoSQL, database administration, sharding, backup strategies, security. Experience: Monitored database health and resolved performance bottlenecks",Database Administrator
"Bachelor of Engineering in Software Engineering. 6 years experience. Skills: Kubernetes, Helm, Docker, Jenkins, AWS, networking, load balancing, disaster recovery. Experience: Automated infrastructure deployment using Terraform and Ansible",DevOps/Cloud Engineer
"Master of Science in Computer Science. 1 years experience. Skills: GCP, Docker, Kubernetes, CloudFormation, CI/CD pipelines, Prometheus, Grafana. Experience: Migrated on-premise infrastructure to AWS cloud",DevOps/Cloud Engineer
"Bachelor of Technology in Information Technology. 6 years experience. Skills: Python, TensorFlow, PyTorch, neural networks, deep learning, NLP, computer vision, MLOps. Experience: Fine-tuned transformer models for document classification",AI/ML Engineer
"Bachelor of Science in Computer Science. 1 years experience. Skills: Python, transformers, BERT, GPT, fine-tuning, model optimization, A/B testing. Experience: Developed machine learning models for customer churn prediction",AI/ML Engineer
"Master of Technology in Data Science. 3 years experience. Skills: Sketch, InVision, user interface design, interaction design, typography, color theory. Experience: Created design systems and component libraries",UI/UX Designer
"Master of Science in Computer Science. 6 years experience. Skills: Python, security auditing, compliance, ISO 27001, GDPR, risk management, security policies. Experience: Conducted security audits and penetration testing for enterprise systems",Cybersecurity Engineer
"Master of Science in Computer Science. 1 years experience. Skills: user experience, user flows, personas, information architecture, accessibility, responsive design. Experience: Created design systems and component libraries",UI/UX Designer
"Bachelor of Engineering in Software Engineering. 4 years experience. Skills: Python, scikit-learn, data mining, predictive modeling, hypothesis testing, Power BI. Experience: Performed statistical analysis on customer behavior data",Data Scientist
"Master of Science in Computer Science. 1 years experience. Skills: AWS Lambda, ECS, CloudWatch, DevOps practices, scripting, security, cost optimization. Experience: Managed Kubernetes clusters for microservices architecture",DevOps/Cloud Engineer
"Master of Technology in Data Science. 6 years experience. Skills: Flutter, Dart, cross-platform apps, state management, Firebase, API integration. Experience: Integrated payment gateways and push notification systems",Mobile Developer
"Bachelor of Engineering in Software Engineering. 3 years experience. Skills: manual testing, automated testing, Selenium, test cases, bug tracking, regression testing. Experience: Identified and documented critical bugs improving product quality",QA Engineer
